Billing Date,Service Name,Organization Name,Customer Number,Product ID,Product Name,Item Code,Quantity,Unit Cost Price,Unit Sales Price,Total Cost,Total Sales,Margin Amount,Margin Percentage,Currency Code,Payment Frequency,Purchase Order Number,Subscription ID,Subscription Name,Billing Line Details,Organization Currency Code,Organization Groups,Opportunity Number
5/7/2023,Microsoft 365,Benore Logistic Systems,662980,CFQ7TTC0HDB0,Project Plan 3,CFQ7TTC0HDB0:0002:P1Y:MONTHLY,17,24,28.57,408,485.69,77.69,15.99579979,USD,MONTHLY,,B2517B83-DE11-45AF-D140-E3100FF5EAF7,Project Plan 3,cycleCharge. From 24 Apr 2023 to 23 May 2023 (30 days),USD,Brad Craig;Elizabeth Kasbeer;Jarid Italiano;NOC,69693
5/7/2023,Microsoft 365,BETHEL TOWNSHIP CLARK CO.,661415,CFQ7TTC0LF8Q,Office 365 E1,CFQ7TTC0LF8Q:0001:P1M:MONTHLY,9,9.6,11.29,86.4,101.61,15.21,14.96899911,USD,MONTHLY,Nelson-112922,3B4A872F-69E6-41AE-D654-B932067083CA,Office 365 E1,renew. From 28 Apr 2023 to 27 May 2023 (30 days),USD,Jarid Italiano;Scott Gibson,90792
5/7/2023,Microsoft 365,BETHEL TOWNSHIP CLARK CO.,661415,CFQ7TTC0LF8R,Office 365 E3,CFQ7TTC0LF8R:0001:P1Y:MONTHLY,18,18.4,21,331.2,378,46.8,12.38095238,USD,MONTHLY,,CCC581DD-069D-4288-CFCC-FC4CEB2F1608,Office 365 E3,cycleCharge. From 30 Apr 2023 to 30 May 2023 (31 days),USD,Jarid Italiano;Scott Gibson,90792
5/7/2023,Microsoft 365,bhgconnections.com,687506,CFQ7TTC0LH18,Microsoft 365 Business Basic,CFQ7TTC0LH18:0001:P1Y:MONTHLY,5,4.8,4.21,24,21.05,-2.95,-14.01425178,USD,MONTHLY,,F47C0905-B264-40D4-D4DF-5483B6A6EF61,Microsoft 365 Business Basic,cycleCharge. From 28 Apr 2023 to 27 May 2023 (30 days),USD,Jarid Italiano,92024
5/7/2023,Microsoft 365,bhgconnections.com,687506,CFQ7TTC0LDPB,Microsoft 365 Business Standard,CFQ7TTC0LDPB:0001:P1Y:MONTHLY,11,10,10.53,110,115.83,5.83,5.033238367,USD,MONTHLY,,ED23D67A-BE2E-4771-CEEB-3621F993FC18,Microsoft 365 Business Standard,cycleCharge. From 28 Apr 2023 to 27 May 2023 (30 days),USD,Jarid Italiano,92024
5/7/2023,Microsoft 365,Bishopfixtures,646449,CFQ7TTC0LH16,Exchange Online (Plan 1),CFQ7TTC0LH16:0001:P1Y:MONTHLY,3,3.2,3.75,9.6,11.25,1.65,14.66666667,USD,MONTHLY,,A73558B1-0AF4-4C5E-C9E4-81A0F0A45EB9,Exchange Online (Plan 1),cycleCharge. From 21 Apr 2023 to 20 May 2023 (30 days),USD,Elizabeth Kasbeer;Jarid Italiano;NOC;Scott Henson,69409
5/7/2023,Microsoft 365,Bishopfixtures,646449,CFQ7TTC0LH1G,Microsoft 365 Apps for business,CFQ7TTC0LH1G:0001:P1Y:MONTHLY,3,6.64,7.5,19.92,22.5,2.58,11.46666667,USD,MONTHLY,,D1336F26-D0E9-4B49-DCAE-4E0AB7E6CD39,Microsoft 365 Apps for business,cycleCharge. From 21 Apr 2023 to 20 May 2023 (30 days),USD,Elizabeth Kasbeer;Jarid Italiano;NOC;Scott Henson,69409
5/7/2023,Microsoft 365,Bishopfixtures,646449,CFQ7TTC0LHSL,Microsoft 365 Audio Conferencing,CFQ7TTC0LHSL:0001:P1Y:MONTHLY,4,1.92,1.916666667,7.68,7.666666667,-0.013333333,-0.173913043,USD,MONTHLY,,084D5C23-E180-4199-CF87-E85E8BAC4A2A,Microsoft 365 Audio Conferencing,renew. From 28 Apr 2023 to 20 May 2023 (23 days),USD,Elizabeth Kasbeer;Jarid Italiano;NOC;Scott Henson,69409
5/7/2023,Microsoft 365,Bishopfixtures,646449,CFQ7TTC0LDPB,Microsoft 365 Business Standard,CFQ7TTC0LDPB:0001:P1Y:MONTHLY,48,10,11.4,480,547.2,67.2,12.28070175,USD,MONTHLY,,D985D053-2C62-4E04-C737-85396862E6FA,Microsoft 365 Business Standard,cycleCharge. From 21 Apr 2023 to 20 May 2023 (30 days),USD,Elizabeth Kasbeer;Jarid Italiano;NOC;Scott Henson,69409
5/7/2023,Microsoft 365,Bishopfixtures,646449,CFQ7TTC0HD32,Visio Plan 2,CFQ7TTC0HD32:0002:P1Y:MONTHLY,1,12,13.79,12,13.79,1.79,12.98042059,USD,MONTHLY,,6668B82B-0B92-4E21-D21B-B768928AB190,Visio Plan 2,cycleCharge. From 20 Apr 2023 to 19 May 2023 (30 days),USD,Elizabeth Kasbeer;Jarid Italiano;NOC;Scott Henson,69409
5/7/2023,Microsoft 365,Blue Springs Ford,598650,CFQ7TTC0JN4R,Microsoft Teams Essentials (AAD Identity),CFQ7TTC0JN4R:0002:P1Y:MONTHLY,8,2.4,4,19.2,32,12.8,40,USD,MONTHLY,,DAFE551A-2A0D-4AE4-DFAC-A4AEC5642121,Microsoft Teams Essentials AAD Identity ,cycleCharge. From 23 Apr 2023 to 22 May 2023 (30 days),USD,"Blue Springs Ford, Lees Summit Honda,Lees Summit Subaru;Elizabeth Kasbeer;Jarid Italiano;Nelson Herrera;NOC",89463
5/7/2023,Microsoft 365,Boss Facility Services,686017,CFQ7TTC0LH18,Microsoft 365 Business Basic,CFQ7TTC0LH18:0001:P1Y:MONTHLY,22,4.8,6,105.6,132,26.4,20,USD,MONTHLY,,867C3EC6-713D-4027-CC04-7F11C3190960,Microsoft 365 Business Basic,cycleCharge. From 22 Apr 2023 to 21 May 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft 365,Boss Facility Services,686017,CFQ7TTC0LCHC,Microsoft 365 Business Premium,CFQ7TTC0LCHC:0002:P1Y:MONTHLY,95,17.6,20,1672,1900,228,12,USD,MONTHLY,,28D509AC-65AF-4EAE-DB56-6421AE5B657B,Microsoft 365 Business Premium,cycleCharge. From 19 Apr 2023 to 18 May 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft 365,Boss Facility Services,686017,CFQ7TTC0HD32,Visio Plan 2,CFQ7TTC0HD32:0002:P1Y:MONTHLY,1,12,15,12,15,3,20,USD,MONTHLY,,C286B79C-F778-4699-DAF1-52FAA90061AD,Visio Plan 2,cycleCharge. From 19 Apr 2023 to 18 May 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft 365,Boss Facility Services,686017,CFQ7TTC0HHS9,"Windows 365 Enterprise 4 vCPU, 16 GB, 128 GB",CFQ7TTC0HHS9:000Z:P1M:MONTHLY,82,56.1,66,4600.2,5412,811.8,15,USD,MONTHLY,,1D9FB2D3-C0D5-4D74-C485-5BDBFC411A7B,Windows 365 Enterprise 4 vCPU 16 GB 128 GB,renew. From 19 Apr 2023 to 18 May 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft 365,Boss Facility Services,686017,CFQ7TTC0HHS9,"Windows 365 Enterprise 8 vCPU, 32 GB, 512 GB",CFQ7TTC0HHS9:000X:P1M:MONTHLY,10,134.3,158,1343,1580,237,15,USD,MONTHLY,,C59EF278-36B1-48F6-DD2D-A915DC96A2C3,"Windows 365 Enterprise 8 vCPU, 32 GB, 512 GB",renew. From 19 Apr 2023 to 18 May 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BQBG,Azure Site Recovery,DZH318Z0BQBG,2.9032258,21.25,25,61.69,72.580645,10.890645,15.0048887,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BP05,Backup,DZH318Z0BP05,5125.882855,0.03808,0.0448,195.19,229.6395519,34.4495519,15.001576,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BP05,Backup,DZH318Z0BP05,13.06451612,8.5,10,111.04,130.6451612,19.6051612,15.00641969,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0C5TM,Bandwidth Inter-Region,DZH318Z0C5TM,17.67467822,0.0425,0.05,0.75,0.883733911,0.133733911,15.13282554,USD,,,0E3FA811-3C4A-4381-CF7E-92E7A63D9033,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0C5TM,Bandwidth Inter-Region,DZH318Z0C5TM,419.6415757,0.017,0.02,7.13,8.392831515,1.262831515,15.0465491,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0C5TM,Bandwidth Inter-Region,DZH318Z0C5TM,4.99999999,0,0,0,0,0,0,USD,,,0E3FA811-3C4A-4381-CF7E-92E7A63D9033,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BNZJ,Blob Storage,DZH318Z0BNZJ,0.0144,0.0034,0,0,0,0,0,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BP0B,Files,DZH318Z0BP0B,4.99968,0.051,0.06,0.25,0.2999808,0.0499808,16.66133299,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BNZH,General Block Blob,DZH318Z0BNZH,77.29,0.000306,0.00036,0.02,0.0278244,0.0078244,28.12064231,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BNZH,General Block Blob,DZH318Z0BNZH,3.3544,0.000306,0,0,0,0,0,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BNXN,IP Addresses,DZH318Z0BNXN,1438,0.0034,0.004,4.88,5.752,0.872,15.15994437,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BNVX,Rtn Preference: MGN,DZH318Z0BNVX,1567.274087,0.07395,0.087,115.89,136.3528456,20.46284556,15.00727431,USD,,,0E3FA811-3C4A-4381-CF7E-92E7A63D9033,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BNVX,Rtn Preference: MGN,DZH318Z0BNVX,99.99999999,0,0,0,0,0,0,USD,,,0E3FA811-3C4A-4381-CF7E-92E7A63D9033,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BP0L,Standard HDD Managed Disks,DZH318Z0BP0L,265.98384,0.0425,0.05,11.3,13.299192,1.999192,15.03243205,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BP0L,Standard HDD Managed Disks,DZH318Z0BP0L,52.736799,0.0425,0.05,2.24,2.63683995,0.39683995,15.04983076,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BP0L,Standard HDD Managed Disks,DZH318Z0BP0L,2.00016,2.5568,3.008,5.11,6.01648128,0.90648128,15.06663509,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BP0L,Standard HDD Managed Disks,DZH318Z0BP0L,2.00016,18.496,21.76,36.99,43.5234816,6.5334816,15.01139468,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BP0L,Standard HDD Managed Disks,DZH318Z0BP0L,934.9301,0.000425,0.0005,0.39,0.46746505,0.07746505,16.57130303,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BNZF,Standard Page Blob,DZH318Z0BNZF,4999.977998,0.03825,0.045,191.24,224.9990099,33.75900991,15.00407043,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BNZF,Standard Page Blob,DZH318Z0BNZF,4.3191,0.000306,0,0,0,0,0,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BNZF,Standard Page Blob,DZH318Z0BNZF,8.6382,0.000306,0,0,0,0,0,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BP88,Standard SSD Managed Disks,DZH318Z0BP88,1.00008,0.255,0.3,0.25,0.300024,0.050024,16.6733328,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BP88,Standard SSD Managed Disks,DZH318Z0BP88,1.00008,4.08,4.8,4.08,4.800384,0.720384,15.00679946,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BP88,Standard SSD Managed Disks,DZH318Z0BP88,1.00008,16.32,19.2,16.32,19.201536,2.881536,15.00679946,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BP88,Standard SSD Managed Disks,DZH318Z0BP88,2.00016,261.12,307.2,522.28,614.449152,92.169152,15.00028956,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BP88,Standard SSD Managed Disks,DZH318Z0BP88,9.00072,130.56,153.6,1175.13,1382.510592,207.380592,15.00028956,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BP88,Standard SSD Managed Disks,DZH318Z0BP88,4.00032,8.16,9.6,32.64,38.403072,5.763072,15.00679946,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BP88,Standard SSD Managed Disks,DZH318Z0BP88,5.59098999,0.1122,0.132,0.62,0.738010679,0.118010679,15.99037549,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BP88,Standard SSD Managed Disks,DZH318Z0BP88,9.00072,32.64,38.4,293.78,345.627648,51.847648,15.00101288,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BP88,Standard SSD Managed Disks,DZH318Z0BP88,8303.4125,0.0017,0.002,14.11,16.606825,2.496825,15.03493293,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BNZ5,Tables,DZH318Z0BNZ5,0.023586,0.03825,0,0,0,0,0,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BNZ5,Tables,DZH318Z0BNZ5,2.6492,0.000306,0,0,0,0,0,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BQNH,Virtual Machines BS Series Windows,DZH318Z0BQNH,719.950059,0.1547,0.182,111.37,131.0309107,19.66091074,15.00478828,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BQNH,Virtual Machines BS Series Windows,DZH318Z0BQNH,1439.50059,0.07752,0.0912,111.59,131.2824538,19.69245381,15.00006531,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BQ34,Virtual Machines Dv2 Series,DZH318Z0BQ34,719.966706,0.24905,0.293,179.3,210.9502449,31.65024486,15.003654,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BQ34,Virtual Machines Dv2 Series,DZH318Z0BQ34,719.916765,0.1241,0.146,89.34,105.1078477,15.76784769,15.00158935,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BNVV,Virtual Network Peering,DZH318Z0BNVV,6192.564513,0.0085,0.01,52.63,61.92564513,9.295645134,15.01097827,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft Azure Consumption,Boss Facility Services,686017,DZH318Z0BNVV,Virtual Network Peering,DZH318Z0BNVV,6987.725962,0.0085,0.01,59.39,69.87725962,10.48725962,15.00811519,USD,,,B2C91785-A00B-4F03-8C0A-1B5231417A19,Azure plan,new. From 01 Apr 2023 to 30 Apr 2023 (30 days),USD,Barry Goldstein;Jarid Italiano,91389
5/7/2023,Microsoft 365,BOWERSOCK CAPITAL,687577,CFQ7TTC0LF8R,Office 365 E3,CFQ7TTC0LF8R:0001:P1Y:MONTHLY,16,18.4,19.78,294.4,316.48,22.08,6.976744186,USD,MONTHLY,,45564466-185D-4161-C8E8-02054CDE0101,Office 365 E3,cycleCharge. From 28 Apr 2023 to 27 May 2023 (30 days),USD,Jarid Italiano;Sanctuary Wealth,91946
5/7/2023,Microsoft 365,Bradford,587944,CFQ7TTC0LH16,Exchange Online (Plan 1),CFQ7TTC0LH16:0001:P1M:MONTHLY,2,3.84,4.8,7.68,9.6,1.92,20,USD,MONTHLY,,7D94CE09-9ACC-435D-C269-F505DF97A108,Exchange Online Plan 1 ,renew. From 23 Apr 2023 to 22 May 2023 (30 days),USD,Brad Craig;Elizabeth Kasbeer;Jarid Italiano;NOC,71058
5/7/2023,Microsoft 365,Bradford,587944,CFQ7TTC0LHSL,Microsoft 365 Audio Conferencing,CFQ7TTC0LHSL:0001:P1Y:MONTHLY,2,2.5,2.5,5,5,0,0,USD,MONTHLY,,EE62BA39-2263-47B5-C990-4DB3E1685DE5,Microsoft 365 Audio Conferencing,cycleCharge. From 23 Apr 2023 to 22 May 2023 (30 days),USD,Brad Craig;Elizabeth Kasbeer;Jarid Italiano;NOC,71058
5/7/2023,Microsoft 365,Bradford,587944,CFQ7TTC0LFLX,Microsoft 365 E3,CFQ7TTC0LFLX:0001:P1Y:ANNUAL,89,283.11,304.4147671,25196.79,27092.91427,1896.124274,6.998598434,USD,ANNUAL,A,4297A2D7-64EF-4C23-D340-EA4017B451BF,Microsoft 365 E3,addQuantity. From 01 Apr 2023 to 24 Jan 2024 (299 days),USD,Brad Craig;Elizabeth Kasbeer;Jarid Italiano;NOC,71058
5/7/2023,Microsoft 365,Bradford,587944,CFQ7TTC0LFLX,Microsoft 365 E3,CFQ7TTC0LFLX:0001:P1Y:ANNUAL,89,-279.32,-300.3423288,-24859.48,-26730.46726,-1870.98726,6.999455872,USD,ANNUAL,A,4297A2D7-64EF-4C23-D340-EA4017B451BF,Microsoft 365 E3,addQuantity. From 05 Apr 2023 to 24 Jan 2024 (295 days),USD,Brad Craig;Elizabeth Kasbeer;Jarid Italiano;NOC,71058
5/7/2023,Microsoft 365,Bradford,587944,CFQ7TTC0LFLX,Microsoft 365 E3,CFQ7TTC0LFLX:0001:P1Y:ANNUAL,91,273.64,294.2336712,24901.24,26775.26408,1874.024082,6.999087204,USD,ANNUAL,A,4297A2D7-64EF-4C23-D340-EA4017B451BF,Microsoft 365 E3,addQuantity. From 11 Apr 2023 to 24 Jan 2024 (289 days),USD,Brad Craig;Elizabeth Kasbeer;Jarid Italiano;NOC,71058
5/7/2023,Microsoft 365,Bradford,587944,CFQ7TTC0LFLX,Microsoft 365 E3,CFQ7TTC0LFLX:0001:P1Y:ANNUAL,90,-273.64,-294.2336712,-24627.6,-26481.03041,-1853.430411,6.999087204,USD,ANNUAL,A,4297A2D7-64EF-4C23-D340-EA4017B451BF,Microsoft 365 E3,addQuantity. From 11 Apr 2023 to 24 Jan 2024 (289 days),USD,Brad Craig;Elizabeth Kasbeer;Jarid Italiano;NOC,71058
5/7/2023,Microsoft 365,Bradford,587944,CFQ7TTC0LFLX,Microsoft 365 E3,CFQ7TTC0LFLX:0001:P1Y:ANNUAL,88,-283.11,-304.4147671,-24913.68,-26788.49951,-1874.819507,6.998598434,USD,ANNUAL,A,4297A2D7-64EF-4C23-D340-EA4017B451BF,Microsoft 365 E3,addQuantity. From 01 Apr 2023 to 24 Jan 2024 (299 days),USD,Brad Craig;Elizabeth Kasbeer;Jarid Italiano;NOC,71058
5/7/2023,Microsoft 365,Bradford,587944,CFQ7TTC0LFLX,Microsoft 365 E3,CFQ7TTC0LFLX:0001:P1Y:ANNUAL,90,279.32,300.3423288,25138.8,27030.80959,1892.009589,6.999455872,USD,ANNUAL,A,4297A2D7-64EF-4C23-D340-EA4017B451BF,Microsoft 365 E3,addQuantity. From 05 Apr 2023 to 24 Jan 2024 (295 days),USD,Brad Craig;Elizabeth Kasbeer;Jarid Italiano;NOC,71058
5/7/2023,Microsoft 365,Bradford,587944,CFQ7TTC0LH05,Microsoft 365 F3,CFQ7TTC0LH05:0001:P1Y:MONTHLY,22,6.4,7.71,140.8,169.62,28.82,16.99092088,USD,MONTHLY,Quote #: 3651272,B9E9E4B3-87C0-4FE2-DA23-CBA994B991AD,Microsoft 365 F3,cycleCharge. From 28 Apr 2023 to 27 May 2023 (30 days),USD,Brad Craig;Elizabeth Kasbeer;Jarid Italiano;NOC,71058
5/7/2023,Microsoft 365,Bradford,587944,CFQ7TTC0LF8Q,Office 365 E1,CFQ7TTC0LF8Q:0001:P1M:MONTHLY,39,9.6,11,374.4,429,54.6,12.72727273,USD,MONTHLY,,8DCEC50D-74A1-44C6-DA6B-1D23F6BACCE1,Office 365 E1,renew. From 23 Apr 2023 to 22 May 2023 (30 days),USD,Brad Craig;Elizabeth Kasbeer;Jarid Italiano;NOC,71058
5/7/2023,Microsoft 365,Bradford,587944,CFQ7TTC0HDB0,Project Plan 3,CFQ7TTC0HDB0:0002:P1Y:MONTHLY,1,24,29.27,24,29.27,5.27,18.00478305,USD,MONTHLY,,8651D207-5332-4874-D5FD-0DE5C19A25FD,Project Plan 3,cycleCharge. From 23 Apr 2023 to 22 May 2023 (30 days),USD,Brad Craig;Elizabeth Kasbeer;Jarid Italiano;NOC,71058
5/7/2023,Microsoft 365,Bradford,587944,CFQ7TTC0HD32,Visio Plan 2,CFQ7TTC0HD32:0002:P1Y:MONTHLY,5,12,14.63,60,73.15,13.15,17.97676008,USD,MONTHLY,,70146528-BE2F-4A1F-D3F8-CD5468011DA6,Visio Plan 2,cycleCharge. From 23 Apr 2023 to 22 May 2023 (30 days),USD,Brad Craig;Elizabeth Kasbeer;Jarid Italiano;NOC,71058
